Step,iTypeC,fCtr_A,fCtr_B,fCtr_C,fCtr_D,fCtr_E,fCtr_H_On,fCtr_S_On,fCtr_L_On,fCtr_H_Off,fCtr_S_Off,fCtr_L_Off,iTypeS,fStrb_A,fStrb_B,fStrb_C,fStrb_D,fStrb_E,lPattern,fStrb_H_On,fStrb_S_On,fStrb_L_On,fStrb_H_Off,fStrb_S_Off,fStrb_L_Off,lSeqTime,Total time,Tot Sec,Hours,Minutes,Seconds,On,Off,On,Off,f_diff
80,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,18.80,18.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
81,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,19.00,19.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
82,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,19.20,19.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
83,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,19.40,19.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
84,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,19.60,19.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
85,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,19.80,19.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
86,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,20.00,20.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
87,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,20.20,20.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
88,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,20.40,20.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
89,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,20.60,20.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
90,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,20.80,20.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
91,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,21.00,21.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
92,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,21.20,21.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
93,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,21.40,21.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
94,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,21.60,21.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
95,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,21.80,21.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
96,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,22.00,22.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
97,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,22.20,22.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
98,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,22.40,22.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
99,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,22.60,22.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
100,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,22.80,22.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
101,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,23.00,23.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
102,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,23.20,23.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
103,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,23.40,23.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
104,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,23.60,23.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
105,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,23.80,23.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
106,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,24.00,24.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
107,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,24.20,24.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
108,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,24.40,24.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
109,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,24.60,24.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
110,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,24.80,24.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
111,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,25.00,25.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
112,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,25.20,25.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
113,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,25.40,25.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
114,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,25.60,25.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
115,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,25.80,25.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
116,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,26.00,26.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
117,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,26.20,26.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
118,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,26.40,26.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
119,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,26.60,26.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
120,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,26.80,26.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
121,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,27.00,27.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
122,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,27.20,27.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
123,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,27.40,27.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
124,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,27.60,27.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
125,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,27.80,27.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
126,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,28.00,28.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
127,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,28.20,28.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
128,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,28.40,28.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
129,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,28.60,28.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
130,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,28.80,28.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
131,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,29.00,29.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
132,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,29.20,29.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
133,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,29.40,29.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
134,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,29.60,29.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
135,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,29.80,29.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
136,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,30.00,30.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
137,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,30.20,30.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
138,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,30.40,30.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
139,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,30.60,30.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
140,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,30.80,30.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
141,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,31.00,31.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
142,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,31.20,31.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
143,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,31.40,31.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
144,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,31.60,31.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
145,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,31.80,31.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
146,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,32.00,32.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
147,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,32.20,32.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
148,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,32.40,32.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
149,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,32.60,32.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
150,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,32.80,32.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
151,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,33.00,33.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
152,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,33.20,33.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
153,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,33.40,33.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
154,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,33.60,33.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
155,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,33.80,33.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
156,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,34.00,34.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
157,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,34.20,34.20,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
158,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,34.40,34.40,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
159,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,34.60,34.60,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
160,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,34.80,34.80,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
161,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.30,0.10,0.80,0.00,2.00,35.00,35.00,0.10,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
